"Label (Grouping)","Alameda County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alameda County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Percent owner-occupied housing units with a mortgage!!Estimate"
"            20 to 29 percent","665","0.3%","0","0.0%","84","1.2%","719","2.4%","55","0.7%","82","2.9%","675","0.4%","32","1.0%","270","0.7%","2,200","1.9%","110","3.2%","231","1.3%","501","3.0%","63","2.5%","2,657","2.4%","578","3.7%","404","4.4%","85","2.4%","4,893","0.4%","460","2.4%","124","0.3%","41","1.7%","175","1.6%","1,009","3.7%","44","3.6%","131","6.8%","344","0.8%","85","0.4%","315","1.6%","1,194","0.3%","356","0.5%","196","5.5%","3,404","1.0%","2,310","1.1%","47","0.5%","4,298","1.6%","2,006","0.5%","205","0.2%","1,309","1.4%","209","0.5%","224","0.2%","399","0.8%","459","0.2%","178","0.5%","549","2.0%","0","0.0%","235","3.9%","420","0.6%","347","0.4%","1,238","1.8%","259","2.1%","340","3.5%","24","1.4%","2,007","3.6%","146","1.5%","318","0.3%","163","0.6%","287","2.6%"
"            30 percent or more","7,832","3.5%","11","7.6%","416","6.2%","2,133","7.1%","764","9.4%","188","6.7%","8,637","4.5%","129","4.0%","2,035","5.4%","8,009","7.0%","315","9.3%","2,060","11.5%","1,197","7.1%","268","10.5%","8,531","7.8%","979","6.3%","782","8.6%","198","5.7%","68,776","6.3%","1,503","7.8%","1,656","3.5%","226","9.1%","878","8.3%","2,569","9.3%","77","6.4%","100","5.2%","2,769","6.4%","910","4.5%","1,459","7.6%","18,287","4.4%","3,438","4.7%","239","6.7%","25,032","7.3%","14,080","6.4%","622","7.0%","19,931","7.3%","22,045","5.1%","2,899","3.2%","5,473","5.9%","2,719","6.4%","3,223","2.9%","2,348","4.8%","7,605","3.0%","1,851","4.8%","2,322","8.4%","40","9.0%","601","9.9%","4,243","6.2%","4,242","5.4%","5,633","8.1%","643","5.3%","935","9.7%","161","9.2%","4,652","8.3%","601","6.2%","6,086","4.9%","1,105","4.2%","1,059","9.7%"
"        $50,000 to $74,999","18,762","8.3%","14","9.7%","1,362","20.3%","5,300","17.6%","1,595","19.5%","497","17.8%","19,080","10.0%","824","25.9%","4,883","13.1%","21,456","18.7%","720","21.2%","3,513","19.6%","3,000","17.8%","358","14.0%","21,426","19.6%","2,914","18.7%","1,660","18.2%","793","22.8%","144,562","13.3%","3,654","18.9%","3,551","7.5%","454","18.3%","2,258","21.3%","5,693","20.7%","323","26.7%","371","19.2%","6,652","15.3%","2,211","10.9%","2,827","14.7%","43,319","10.3%","9,027","12.3%","550","15.5%","56,494","16.6%","34,405","15.7%","999","11.3%","48,604","17.7%","52,768","12.2%","6,342","7.1%","15,097","16.3%","6,105","14.3%","7,459","6.7%","6,574","13.4%","17,049","6.7%","3,876","10.0%","5,459","19.8%","57","12.8%","1,130","18.6%","9,298","13.5%","9,728","12.5%","13,188","18.9%","2,277","18.6%","2,028","21.0%","336","19.2%","11,331","20.3%","1,747","18.1%","14,136","11.4%","3,296","12.5%","1,989","18.2%"
"            Less than 20 percent","975","0.4%","0","0.0%","123","1.8%","870","2.9%","175","2.1%","39","1.4%","1,071","0.6%","201","6.3%","434","1.2%","3,657","3.2%","122","3.6%","359","2.0%","700","4.2%","59","2.3%","4,203","3.8%","682","4.4%","219","2.4%","236","6.8%","7,952","0.7%","916","4.7%","110","0.2%","72","2.9%","148","1.4%","1,210","4.4%","144","11.9%","31","1.6%","549","1.3%","147","0.7%","122","0.6%","2,423","0.6%","530","0.7%","95","2.7%","4,964","1.5%","3,451","1.6%","57","0.6%","5,542","2.0%","3,548","0.8%","194","0.2%","1,834","2.0%","459","1.1%","373","0.3%","507","1.0%","901","0.4%","270","0.7%","865","3.1%","6","1.4%","273","4.5%","602","0.9%","500","0.6%","1,704","2.4%","219","1.8%","312","3.2%","135","7.7%","2,630","4.7%","166","1.7%","595","0.5%","255","1.0%","260","2.4%"
"            20 to 29 percent","2,834","1.3%","2","1.4%","446","6.6%","2,101","7.0%","292","3.6%","249","8.9%","3,473","1.8%","348","10.9%","1,230","3.3%","9,444","8.2%","422","12.4%","1,085","6.1%","1,108","6.6%","118","4.6%","8,557","7.8%","1,213","7.8%","614","6.7%","300","8.6%","25,729","2.4%","1,264","6.5%","378","0.8%","211","8.5%","498","4.7%","2,738","9.9%","73","6.0%","135","7.0%","1,746","4.0%","389","1.9%","477","2.5%","6,475","1.5%","2,443","3.3%","177","5.0%","16,122","4.7%","11,343","5.2%","172","1.9%","15,575","5.7%","9,603","2.2%","558","0.6%","4,969","5.4%","1,022","2.4%","639","0.6%","1,512","3.1%","2,008","0.8%","632","1.6%","1,975","7.1%","40","9.0%","514","8.4%","2,653","3.9%","2,125","2.7%","4,469","6.4%","801","6.5%","952","9.9%","95","5.4%","4,502","8.0%","634","6.6%","2,350","1.9%","1,098","4.2%","704","6.5%"
"            30 percent or more","14,953","6.6%","12","8.3%","793","11.8%","2,329","7.7%","1,128","13.8%","209","7.5%","14,536","7.6%","275","8.6%","3,219","8.6%","8,355","7.3%","176","5.2%","2,069","11.6%","1,192","7.1%","181","7.1%","8,666","7.9%","1,019","6.5%","827","9.1%","257","7.4%","110,881","10.2%","1,474","7.6%","3,063","6.4%","171","6.9%","1,612","15.2%","1,745","6.3%","106","8.8%","205","10.6%","4,357","10.0%","1,675","8.3%","2,228","11.6%","34,421","8.2%","6,054","8.2%","278","7.8%","35,408","10.4%","19,611","8.9%","770","8.7%","27,487","10.0%","39,617","9.2%","5,590","6.2%","8,294","9.0%","4,624","10.9%","6,447","5.8%","4,555","9.3%","14,140","5.6%","2,974","7.7%","2,619","9.5%","11","2.5%","343","5.6%","6,043","8.8%","7,103","9.1%","7,015","10.1%","1,257","10.3%","764","7.9%","106","6.0%","4,199","7.5%","947","9.8%","11,191","9.0%","1,943","7.4%","1,025","9.4%"
"        $75,000 or more","184,642","81.7%","97","66.9%","3,772","56.1%","17,540","58.1%","4,618","56.6%","1,638","58.7%","149,875","78.3%","1,473","46.2%","26,420","70.7%","66,633","58.0%","1,708","50.2%","9,353","52.2%","8,805","52.4%","1,517","59.3%","59,274","54.1%","8,918","57.1%","4,299","47.1%","2,011","57.8%","758,718","69.8%","10,699","55.4%","38,947","81.9%","1,299","52.4%","5,397","50.9%","14,226","51.7%","458","37.9%","1,224","63.5%","29,840","68.6%","15,514","76.7%","11,861","61.7%","324,702","77.4%","54,332","74.0%","2,137","60.2%","209,521","61.4%","145,962","66.4%","6,745","76.0%","166,132","60.5%","318,353","73.9%","74,767","83.1%","59,753","64.7%","29,532","69.3%","94,498","84.4%","35,556","72.6%","214,548","84.8%","29,675","76.9%","15,024","54.4%","254","57.2%","2,691","44.2%","49,443","72.0%","57,256","73.4%","41,320","59.3%","7,663","62.6%","4,097","42.4%","769","43.9%","26,595","47.5%","5,694","59.1%","94,854","76.3%","19,960","75.6%","6,333","58.1%"
"            Less than 20 percent","81,845","36.2%","45","31.0%","2,017","30.0%","10,399","34.4%","2,230","27.3%","1,004","36.0%","67,735","35.4%","848","26.6%","12,453","33.3%","40,025","34.8%","831","24.4%","4,949","27.6%","5,451","32.4%","782","30.6%","38,526","35.2%","5,935","38.0%","2,330","25.5%","1,407","40.4%","314,191","28.9%","6,738","34.9%","16,159","34.0%","640","25.8%","2,623","24.7%","9,284","33.7%","341","28.2%","654","33.9%","13,002","29.9%","6,757","33.4%","5,453","28.4%","135,976","32.4%","25,439","34.6%","1,330","37.5%","99,640","29.2%","78,527","35.7%","2,538","28.6%","87,237","31.8%","129,534","30.1%","33,258","37.0%","30,978","33.5%","13,065","30.7%","40,827","36.5%","15,919","32.5%","95,025","37.5%","11,954","31.0%","9,474","34.3%","156","35.1%","1,811","29.8%","23,662","34.4%","24,770","31.8%","24,281","34.9%","4,521","36.9%","2,569","26.6%","441","25.2%","17,741","31.7%","2,961","30.7%","39,830","32.0%","10,398","39.4%","3,708","34.0%"
"            20 to 29 percent","62,666","27.7%","21","14.5%","1,446","21.5%","5,595","18.5%","1,491","18.3%","505","18.1%","49,734","26.0%","407","12.8%","9,095","24.4%","20,585","17.9%","691","20.3%","3,181","17.8%","2,679","15.9%","525","20.5%","15,664","14.3%","2,340","15.0%","1,417","15.5%","521","15.0%","255,010","23.5%","3,055","15.8%","11,687","24.6%","459","18.5%","1,924","18.1%","3,749","13.6%","77","6.4%","378","19.6%","9,959","22.9%","5,442","26.9%","4,025","20.9%","107,548","25.6%","19,375","26.4%","618","17.4%","76,412","22.4%","50,593","23.0%","2,481","28.0%","54,376","19.8%","114,960","26.7%","21,551","24.0%","20,830","22.5%","10,082","23.7%","28,863","25.8%","11,961","24.4%","67,874","26.8%","10,158","26.3%","4,078","14.8%","83","18.7%","688","11.3%","17,953","26.1%","19,781","25.4%","12,890","18.5%","2,326","19.0%","1,248","12.9%","138","7.9%","6,920","12.4%","1,866","19.4%","32,658","26.3%","6,721","25.5%","2,157","19.8%"
"            30 percent or more","40,131","17.8%","31","21.4%","309","4.6%","1,546","5.1%","897","11.0%","129","4.6%","32,406","16.9%","218","6.8%","4,872","13.0%","6,023","5.2%","186","5.5%","1,223","6.8%","675","4.0%","210","8.2%","5,084","4.6%","643","4.1%","552","6.0%","83","2.4%","189,517","17.4%","906","4.7%","11,101","23.3%","200","8.1%","850","8.0%","1,193","4.3%","40","3.3%","192","10.0%","6,879","15.8%","3,315","16.4%","2,383","12.4%","81,178","19.3%","9,518","13.0%","189","5.3%","33,469","9.8%","16,842","7.7%","1,726","19.5%","24,519","8.9%","73,859","17.1%","19,958","22.2%","7,945","8.6%","6,385","15.0%","24,808","22.2%","7,676","15.7%","51,649","20.4%","7,563","19.6%","1,472","5.3%","15","3.4%","192","3.2%","7,828","11.4%","12,705","16.3%","4,149","6.0%","816","6.7%","280","2.9%","190","10.8%","1,934","3.5%","867","9.0%","22,366","18.0%","2,841","10.8%","468","4.3%"
"        Zero or negative income","776","0.3%","0","0.0%","44","0.7%","114","0.4%","46","0.6%","15","0.5%","743","0.4%","0","0.0%","258","0.7%","562","0.5%","26","0.8%","251","1.4%","211","1.3%","25","1.0%","810","0.7%","49","0.3%","135","1.5%","0","0.0%","6,232","0.6%","108","0.6%","171","0.4%","0","0.0%","3","0.0%","184","0.7%","0","0.0%","0","0.0%","135","0.3%","13","0.1%","50","0.3%","2,164","0.5%","476","0.6%","22","0.6%","3,526","1.0%","1,021","0.5%","17","0.2%","1,362","0.5%","1,908","0.4%","464","0.5%","444","0.5%","204","0.5%","462","0.4%","191","0.4%","911","0.4%","183","0.5%","174","0.6%","3","0.7%","31","0.5%","260","0.4%","301","0.4%","253","0.4%","43","0.4%","58","0.6%","10","0.6%","349","0.6%","93","1.0%","481","0.4%","92","0.3%","65","0.6%"
"    REAL ESTATE TAXES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $800","2,181","1.0%","9","6.2%","399","5.9%","2,100","7.0%","431","5.3%","244","8.7%","2,212","1.2%","311","9.8%","836","2.2%","8,844","7.7%","191","5.6%","1,280","7.1%","1,226","7.3%","179","7.0%","6,464","5.9%","1,520","9.7%","1,136","12.4%","384","11.0%","22,310","2.1%","1,667","8.6%","321","0.7%","150","6.1%","772","7.3%","2,152","7.8%","203","16.8%","11","0.6%","1,569","3.6%","462","2.3%","543","2.8%","7,432","1.8%","1,491","2.0%","312","8.8%","12,545","3.7%","8,745","4.0%","171","1.9%","14,211","5.2%","11,017","2.6%","1,152","1.3%","4,207","4.6%","1,413","3.3%","880","0.8%","1,570","3.2%","3,169","1.3%","1,259","3.3%","1,978","7.2%","16","3.6%","722","11.9%","2,699","3.9%","2,101","2.7%","3,813","5.5%","514","4.2%","1,212","12.6%","176","10.0%","6,780","12.1%","454","4.7%","3,330","2.7%","757","2.9%","735","6.7%"
"        $800 to $1,499","6,952","3.1%","3","2.1%","1,154","17.2%","6,992","23.2%","1,150","14.1%","595","21.3%","7,121","3.7%","938","29.4%","2,811","7.5%","24,099","21.0%","710","20.9%","2,692","15.0%","3,884","23.1%","403","15.7%","20,099","18.4%","4,647","29.8%","2,300","25.2%","1,000","28.7%","64,059","5.9%","4,255","22.0%","638","1.3%","307","12.4%","970","9.1%","6,938","25.2%","358","29.6%","216","11.2%","3,028","7.0%","838","4.1%","1,338","7.0%","20,453","4.9%","3,171","4.3%","957","27.0%","30,934","9.1%","25,269","11.5%","501","5.6%","38,449","14.0%","26,442","6.1%","2,829","3.1%","11,506","12.4%","2,288","5.4%","2,997","2.7%","4,006","8.2%","6,170","2.4%","1,590","4.1%","6,346","23.0%","90","20.3%","2,089","34.3%","4,849","7.1%","3,700","4.7%","12,296","17.7%","1,799","14.7%","3,223","33.4%","593","33.8%","17,523","31.3%","1,671","17.3%","6,364","5.1%","2,095","7.9%","2,104","19.3%"
"        $1,500 or more","215,273","95.2%","133","91.7%","5,104","75.9%","20,728","68.7%","6,527","80.0%","1,926","69.0%","180,173","94.1%","1,833","57.5%","33,274","89.1%","80,412","70.0%","2,428","71.4%","13,574","75.8%","11,420","67.9%","1,860","72.7%","81,119","74.1%","9,224","59.1%","5,558","60.9%","2,068","59.4%","989,419","91.0%","13,084","67.8%","46,444","97.6%","1,946","78.6%","8,635","81.4%","17,984","65.3%","643","53.2%","1,630","84.5%","38,380","88.3%","18,611","92.1%","17,085","88.9%","387,411","92.3%","68,083","92.7%","2,227","62.8%","293,197","85.9%","182,631","83.1%","8,160","92.0%","217,690","79.3%","387,136","89.9%","85,058","94.6%","75,452","81.6%","38,095","89.5%","107,212","95.8%","42,437","86.6%","241,226","95.3%","35,273","91.4%","18,978","68.7%","315","70.9%","3,157","51.9%","60,072","87.4%","70,881","90.9%","52,785","75.8%","9,769","79.8%","5,051","52.3%","900","51.3%","30,785","55.0%","7,220","74.9%","113,434","91.2%","23,034","87.3%","7,951","72.9%"
"        No real estate taxes paid","1,610","0.7%","0","0.0%","65","1.0%","367","1.2%","52","0.6%","26","0.9%","1,977","1.0%","104","3.3%","429","1.1%","1,529","1.3%","72","2.1%","362","2.0%","283","1.7%","117","4.6%","1,838","1.7%","224","1.4%","138","1.5%","30","0.9%","11,623","1.1%","293","1.5%","176","0.4%","74","3.0%","234","2.2%","464","1.7%","4","0.3%","71","3.7%","513","1.2%","306","1.5%","248","1.3%","4,311","1.0%","676","0.9%","52","1.5%","4,481","1.3%","3,191","1.5%","42","0.5%","4,112","1.5%","6,242","1.4%","885","1.0%","1,257","1.4%","789","1.9%","822","0.7%","979","2.0%","2,506","1.0%","465","1.2%","323","1.2%","23","5.2%","116","1.9%","1,091","1.6%","1,273","1.6%","769","1.1%","158","1.3%","168","1.7%","84","4.8%","843","1.5%","291","3.0%","1,255","1.0%","506","1.9%","118","1.1%"
"        Median (dollars)","6,600","6,600","2,930","2,930","2,571","2,571","2,270","2,270","2,634","2,634","1,948","1,948","5,908","5,908","1,819","1,819","3,763","3,763","2,279","2,279","2,019","2,019","2,547","2,547","1,910","1,910","2,582","2,582","2,386","2,386","1,828","1,828","1,814","1,814","1,707","1,707","4,603","4,603","1,969","1,969","9,069","9,069","2,286","2,286","2,962","2,962","1,950","1,950","1,627","1,627","2,731","2,731","3,916","3,916","5,058","5,058","3,608","3,608","5,328","5,328","4,591","4,591","1,832","1,832","3,652","3,652","3,136","3,136","4,665","4,665","2,861","2,861","4,571","4,571","8,539","8,539","3,177","3,177","4,359","4,359","7,806","7,806","4,162","4,162","8,122","8,122","5,651","5,651","2,105","2,105","2,168","2,168","1,582","1,582","3,634","3,634","4,678","4,678","2,458","2,458","2,673","2,673","1,586","1,586","1,649","1,649","1,695","1,695","2,434","2,434","4,709","4,709","4,113","4,113","2,487","2,487"
