"Label (Grouping)","Alameda County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alameda County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Percent owner-occupied housing units with a mortgage!!Estimate"
"        Less than $200","185","0.1%","0","0.0%","0","0.0%","50","0.2%","0","0.0%","0","0.0%","93","0.0%","0","0.0%","65","0.2%","55","0.0%","0","0.0%","13","0.1%","0","0.0%","0","0.0%","34","0.0%","0","0.0%","0","0.0%","0","0.0%","305","0.0%","10","0.1%","25","0.1%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","34","0.1%","36","0.2%","6","0.0%","160","0.0%","40","0.1%","0","0.0%","150","0.0%","137","0.1%","12","0.1%","65","0.0%","103","0.0%","34","0.0%","145","0.2%","79","0.2%","0","0.0%","25","0.0%","50","0.0%","13","0.0%","8","0.0%","0","0.0%","0","0.0%","34","0.0%","24","0.0%","26","0.0%","0","0.0%","0","0.0%","0","0.0%","27","0.0%","0","0.0%","28","0.0%","28","0.1%","9","0.1%"
"        $200 to $399","340","0.2%","0","0.0%","24","0.4%","149","0.5%","20","0.2%","29","1.0%","218","0.1%","37","1.2%","123","0.3%","523","0.5%","30","0.9%","176","1.0%","33","0.2%","36","1.5%","416","0.4%","30","0.2%","87","1.0%","5","0.1%","1,951","0.2%","112","0.6%","46","0.1%","0","0.0%","29","0.3%","78","0.3%","37","2.8%","0","0.0%","82","0.2%","55","0.3%","29","0.2%","834","0.2%","145","0.2%","22","0.6%","972","0.3%","537","0.2%","22","0.3%","817","0.3%","973","0.2%","182","0.2%","482","0.5%","247","0.6%","168","0.2%","148","0.3%","314","0.1%","67","0.2%","121","0.4%","0","0.0%","61","1.0%","139","0.2%","163","0.2%","107","0.2%","21","0.2%","49","0.5%","14","0.8%","244","0.4%","1","0.0%","244","0.2%","78","0.3%","11","0.1%"
"        $400 to $599","1,110","0.5%","3","2.1%","115","1.8%","752","2.5%","109","1.3%","46","1.6%","956","0.5%","216","6.9%","326","0.9%","1,963","1.7%","56","1.6%","205","1.2%","254","1.5%","94","3.9%","2,006","1.8%","259","1.7%","174","2.0%","108","3.1%","6,331","0.6%","207","1.1%","90","0.2%","67","2.6%","152","1.4%","464","1.7%","63","4.8%","30","1.6%","272","0.6%","96","0.5%","145","0.8%","2,841","0.7%","408","0.6%","118","3.4%","3,142","0.9%","1,782","0.8%","48","0.6%","3,715","1.4%","2,654","0.6%","371","0.4%","1,192","1.3%","339","0.8%","499","0.4%","633","1.3%","936","0.4%","271","0.7%","567","2.1%","2","0.4%","305","4.9%","509","0.7%","544","0.7%","851","1.2%","190","1.6%","484","4.9%","145","8.4%","990","1.8%","195","2.1%","824","0.7%","184","0.7%","127","1.2%"
"        $600 to $799","1,758","0.8%","0","0.0%","213","3.4%","1,725","5.6%","264","3.2%","141","5.1%","1,904","1.0%","368","11.8%","620","1.6%","4,634","4.1%","154","4.5%","547","3.1%","736","4.3%","64","2.6%","6,200","5.7%","916","6.0%","507","5.8%","235","6.7%","13,891","1.3%","859","4.5%","261","0.5%","16","0.6%","303","2.8%","1,407","5.1%","195","14.9%","19","1.0%","635","1.5%","262","1.3%","501","2.6%","4,704","1.1%","982","1.4%","202","5.8%","8,258","2.5%","5,073","2.3%","78","0.9%","9,306","3.4%","4,997","1.2%","594","0.7%","1,991","2.2%","789","1.8%","747","0.7%","724","1.4%","1,893","0.7%","339","0.9%","1,258","4.6%","15","3.0%","466","7.4%","1,143","1.7%","1,052","1.4%","2,256","3.3%","487","4.0%","964","9.7%","46","2.7%","4,443","8.2%","295","3.2%","1,293","1.0%","473","1.8%","436","4.2%"
"        $800 to $999","3,085","1.4%","6","4.3%","455","7.3%","2,907","9.5%","339","4.1%","227","8.1%","3,480","1.8%","256","8.2%","1,258","3.3%","9,910","8.8%","412","12.1%","1,221","6.9%","2,168","12.8%","90","3.7%","10,888","10.0%","1,948","12.7%","1,051","12.1%","487","13.8%","24,231","2.2%","1,799","9.5%","452","0.9%","212","8.2%","576","5.3%","3,269","11.8%","280","21.4%","53","2.9%","1,306","3.0%","505","2.5%","749","3.9%","7,143","1.7%","1,995","2.8%","260","7.5%","14,781","4.4%","9,532","4.4%","84","1.0%","16,577","6.1%","8,875","2.1%","810","0.9%","5,016","5.5%","1,289","3.0%","1,476","1.3%","1,408","2.8%","2,573","1.0%","702","1.8%","2,320","8.5%","65","12.9%","840","13.4%","1,821","2.7%","1,512","2.0%","4,419","6.4%","669","5.5%","1,181","11.9%","249","14.5%","6,908","12.7%","403","4.3%","1,833","1.5%","794","3.0%","862","8.3%"
"        $1,000 to $1,499","15,800","7.0%","47","33.3%","1,599","25.6%","8,583","28.1%","1,747","20.9%","780","28.0%","18,530","9.7%","921","29.5%","5,110","13.6%","34,504","30.7%","1,223","35.8%","4,597","26.0%","6,197","36.5%","497","20.5%","35,553","32.7%","5,381","35.1%","2,394","27.6%","1,098","31.1%","123,548","11.3%","6,588","34.8%","2,383","5.0%","842","32.5%","2,532","23.2%","9,751","35.2%","439","33.5%","418","22.9%","6,655","15.4%","2,038","9.9%","3,222","16.8%","33,314","7.9%","8,730","12.0%","1,082","31.1%","67,933","20.2%","48,044","22.1%","894","10.4%","67,030","24.6%","44,938","10.5%","3,888","4.3%","20,217","22.3%","5,492","12.8%","5,160","4.6%","6,567","13.1%","12,809","5.0%","3,069","8.0%","8,450","30.9%","255","50.6%","2,294","36.7%","11,440","16.7%","9,132","11.8%","20,323","29.4%","3,465","28.6%","3,449","34.7%","520","30.2%","19,165","35.3%","2,740","29.4%","12,087","9.6%","4,403","16.7%","2,930","28.2%"
"        $1,500 to $1,999","28,797","12.8%","21","14.9%","1,836","29.4%","7,492","24.5%","2,512","30.1%","841","30.1%","30,141","15.8%","643","20.6%","7,645","20.3%","27,545","24.5%","787","23.0%","5,344","30.2%","4,494","26.5%","685","28.2%","26,967","24.8%","3,739","24.4%","2,249","25.9%","920","26.1%","205,023","18.7%","5,075","26.8%","3,920","8.1%","654","25.2%","2,728","25.0%","6,348","22.9%","192","14.7%","451","24.7%","9,546","22.0%","3,263","15.8%","4,690","24.4%","60,240","14.3%","14,984","20.7%","876","25.2%","85,025","25.3%","59,957","27.6%","1,567","18.2%","68,661","25.2%","72,855","17.0%","7,502","8.4%","23,972","26.4%","8,436","19.7%","9,611","8.6%","10,705","21.3%","23,222","9.1%","4,917","12.8%","7,374","27.0%","45","8.9%","1,294","20.7%","17,015","24.8%","15,323","19.8%","20,689","29.9%","3,494","28.9%","1,843","18.5%","436","25.3%","12,455","22.9%","2,555","27.4%","21,660","17.2%","5,331","20.3%","3,567","34.4%"
"        $2,000 to $2,499","38,160","17.0%","10","7.1%","1,097","17.5%","4,530","14.8%","1,558","18.7%","346","12.4%","31,983","16.8%","362","11.6%","7,425","19.7%","17,351","15.4%","422","12.3%","2,833","16.0%","2,203","13.0%","483","19.9%","15,090","13.9%","1,867","12.2%","1,110","12.8%","376","10.7%","205,967","18.8%","2,525","13.3%","5,082","10.6%","422","16.3%","2,383","21.8%","3,633","13.1%","46","3.5%","486","26.6%","8,440","19.5%","3,885","18.9%","4,018","20.9%","73,736","17.4%","14,994","20.7%","415","11.9%","65,893","19.6%","43,007","19.8%","2,114","24.6%","48,058","17.7%","83,115","19.3%","9,996","11.2%","16,801","18.5%","9,149","21.3%","13,277","11.9%","8,052","16.0%","33,407","13.1%","6,585","17.1%","3,883","14.2%","11","2.2%","581","9.3%","14,817","21.6%","16,469","21.3%","11,670","16.9%","2,048","16.9%","1,060","10.7%","69","4.0%","5,210","9.6%","1,370","14.7%","25,044","19.9%","6,000","22.8%","1,531","14.7%"
"        $2,500 to $2,999","37,850","16.8%","6","4.3%","580","9.3%","2,113","6.9%","981","11.8%","172","6.2%","28,360","14.9%","176","5.6%","5,237","13.9%","8,034","7.2%","75","2.2%","1,413","8.0%","543","3.2%","264","10.9%","5,883","5.4%","732","4.8%","668","7.7%","186","5.3%","167,571","15.3%","805","4.3%","6,023","12.5%","198","7.6%","988","9.0%","1,401","5.1%","52","4.0%","214","11.7%","5,042","11.6%","3,075","14.9%","2,338","12.2%","70,414","16.7%","12,808","17.7%","250","7.2%","45,726","13.6%","23,871","11.0%","1,257","14.6%","29,209","10.7%","73,479","17.1%","11,405","12.7%","10,669","11.8%","6,922","16.1%","14,925","13.4%","6,278","12.5%","36,949","14.4%","6,641","17.3%","1,708","6.2%","78","15.5%","246","3.9%","10,492","15.3%","12,840","16.6%","4,683","6.8%","927","7.7%","475","4.8%","129","7.5%","2,480","4.6%","896","9.6%","22,843","18.2%","4,147","15.8%","579","5.6%"
"        $3,000 or more","97,758","43.5%","48","34.0%","336","5.4%","2,252","7.4%","811","9.7%","208","7.5%","74,972","39.3%","143","4.6%","9,869","26.2%","7,815","7.0%","260","7.6%","1,365","7.7%","358","2.1%","217","8.9%","5,758","5.3%","459","3.0%","441","5.1%","111","3.1%","345,238","31.6%","934","4.9%","29,831","62.0%","183","7.1%","1,228","11.2%","1,356","4.9%","6","0.5%","153","8.4%","11,299","26.1%","7,390","35.9%","3,500","18.2%","169,321","40.1%","17,377","24.0%","255","7.3%","44,368","13.2%","25,088","11.6%","2,528","29.4%","28,548","10.5%","137,803","32.1%","54,844","61.2%","10,151","11.2%","10,182","23.7%","65,731","58.9%","15,653","31.2%","143,663","56.2%","15,834","41.2%","1,652","6.0%","33","6.5%","169","2.7%","11,062","16.2%","20,435","26.4%","4,080","5.9%","804","6.6%","439","4.4%","115","6.7%","2,434","4.5%","873","9.4%","39,873","31.7%","4,862","18.5%","329","3.2%"
"        Median (dollars)","2,806","2,806","1,797","1,797","1,755","1,755","1,570","1,570","1,846","1,846","1,571","1,571","2,641","2,641","1,383","1,383","2,249","2,249","1,579","1,579","1,428","1,428","1,682","1,682","1,423","1,423","1,851","1,851","1,490","1,490","1,421","1,421","1,523","1,523","1,426","1,426","2,417","2,417","1,492","1,492","3,500","3,500","1,627","1,627","1,851","1,851","1,441","1,441","1,066","1,066","1,927","1,927","2,185","2,185","2,526","2,526","2,032","2,032","2,702","2,702","2,298","2,298","1,529","1,529","1,927","1,927","1,860","1,860","2,378","2,378","1,758","1,758","2,478","2,478","3,473","3,473","1,838","1,838","2,262","2,262","3,360","3,360","2,303","2,303","3,229","3,229","2,745","2,745","1,556","1,556","1,367","1,367","1,315","1,315","2,072","2,072","2,334","2,334","1,642","1,642","1,654","1,654","1,325","1,325","1,386","1,386","1,376","1,376","1,683","1,683","2,497","2,497","2,155","2,155","1,617","1,617"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","6,026","2.7%","15","10.6%","365","5.8%","2,162","7.1%","454","5.4%","88","3.2%","5,062","2.7%","343","11.0%","1,708","4.5%","5,631","5.0%","275","8.0%","1,130","6.4%","1,758","10.3%","164","6.7%","6,165","5.7%","962","6.3%","889","10.2%","128","3.6%","45,909","4.2%","1,263","6.7%","1,265","2.6%","214","8.2%","822","7.5%","1,850","6.7%","110","8.4%","16","0.9%","1,479","3.4%","716","3.5%","1,083","5.6%","13,303","3.1%","2,664","3.7%","155","4.5%","18,014","5.4%","9,119","4.2%","188","2.2%","14,031","5.2%","14,297","3.3%","2,310","2.6%","4,261","4.7%","1,793","4.2%","2,860","2.6%","1,525","3.0%","5,836","2.3%","1,238","3.2%","1,507","5.5%","50","9.9%","551","8.8%","2,269","3.3%","2,717","3.5%","3,038","4.4%","548","4.5%","930","9.4%","158","9.2%","4,676","8.6%","427","4.6%","3,599","2.9%","781","3.0%","554","5.3%"
"            Less than 20 percent","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","14","0.0%","0","0.0%","16","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","15","0.0%","0","0.0%","0","0.0%","0","0.0%","120","0.0%","44","0.2%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","10","0.8%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","32","0.0%","10","0.0%","0","0.0%","85","0.0%","15","0.0%","0","0.0%","12","0.0%","28","0.0%","0","0.0%","21","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","13","0.0%","0","0.0%","0","0.0%","0","0.0%","27","0.0%","8","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","13","0.0%","0","0.0%","0","0.0%","0","0.0%","9","0.1%"
"            20 to 29 percent","47","0.0%","0","0.0%","0","0.0%","12","0.0%","0","0.0%","0","0.0%","18","0.0%","15","0.5%","7","0.0%","66","0.1%","0","0.0%","34","0.2%","11","0.1%","4","0.2%","34","0.0%","0","0.0%","14","0.2%","0","0.0%","142","0.0%","11","0.1%","42","0.1%","0","0.0%","1","0.0%","6","0.0%","0","0.0%","0","0.0%","9","0.0%","8","0.0%","0","0.0%","59","0.0%","0","0.0%","0","0.0%","80","0.0%","32","0.0%","0","0.0%","45","0.0%","38","0.0%","0","0.0%","43","0.0%","16","0.0%","0","0.0%","16","0.0%","36","0.0%","0","0.0%","13","0.0%","0","0.0%","21","0.3%","0","0.0%","0","0.0%","8","0.0%","0","0.0%","7","0.1%","7","0.4%","12","0.0%","0","0.0%","49","0.0%","0","0.0%","0","0.0%"
"            30 percent or more","5,979","2.7%","15","10.6%","365","5.8%","2,150","7.0%","454","5.4%","88","3.2%","5,030","2.6%","328","10.5%","1,685","4.5%","5,565","5.0%","275","8.0%","1,096","6.2%","1,747","10.3%","160","6.6%","6,116","5.6%","962","6.3%","875","10.1%","128","3.6%","45,647","4.2%","1,208","6.4%","1,223","2.5%","214","8.2%","821","7.5%","1,844","6.7%","100","7.6%","16","0.9%","1,470","3.4%","708","3.4%","1,083","5.6%","13,212","3.1%","2,654","3.7%","155","4.5%","17,849","5.3%","9,072","4.2%","188","2.2%","13,974","5.1%","14,231","3.3%","2,310","2.6%","4,197","4.6%","1,777","4.1%","2,860","2.6%","1,509","3.0%","5,800","2.3%","1,225","3.2%","1,494","5.5%","50","9.9%","530","8.5%","2,242","3.3%","2,709","3.5%","3,030","4.4%","548","4.5%","923","9.3%","151","8.8%","4,651","8.6%","427","4.6%","3,550","2.8%","781","3.0%","545","5.2%"
"        $20,000 to $34,999","8,311","3.7%","11","7.8%","585","9.4%","2,482","8.1%","823","9.9%","297","10.6%","7,849","4.1%","271","8.7%","2,226","5.9%","10,832","9.6%","266","7.8%","1,612","9.1%","1,575","9.3%","130","5.3%","10,565","9.7%","1,355","8.8%","1,021","11.8%","255","7.2%","66,292","6.1%","1,570","8.3%","1,876","3.9%","226","8.7%","1,133","10.4%","2,588","9.3%","303","23.1%","58","3.2%","2,302","5.3%","954","4.6%","1,498","7.8%","18,664","4.4%","3,687","5.1%","371","10.7%","26,585","7.9%","13,543","6.2%","327","3.8%","22,067","8.1%","20,404","4.7%","3,176","3.5%","6,160","6.8%","2,347","5.5%","3,490","3.1%","2,711","5.4%","7,706","3.0%","1,550","4.0%","2,591","9.5%","53","10.5%","834","13.3%","3,259","4.8%","4,146","5.4%","5,415","7.8%","780","6.4%","1,423","14.3%","302","17.5%","6,334","11.7%","803","8.6%","5,750","4.6%","1,171","4.5%","703","6.8%"
"            Less than 20 percent","88","0.0%","0","0.0%","4","0.1%","102","0.3%","23","0.3%","2","0.1%","40","0.0%","0","0.0%","39","0.1%","168","0.1%","0","0.0%","15","0.1%","16","0.1%","6","0.2%","105","0.1%","25","0.2%","0","0.0%","0","0.0%","459","0.0%","35","0.2%","10","0.0%","0","0.0%","0","0.0%","35","0.1%","4","0.3%","0","0.0%","25","0.1%","0","0.0%","0","0.0%","220","0.1%","30","0.0%","4","0.1%","343","0.1%","67","0.0%","0","0.0%","223","0.1%","175","0.0%","50","0.1%","95","0.1%","53","0.1%","30","0.0%","85","0.2%","71","0.0%","31","0.1%","35","0.1%","0","0.0%","8","0.1%","17","0.0%","118","0.2%","77","0.1%","24","0.2%","47","0.5%","14","0.8%","64","0.1%","0","0.0%","24","0.0%","14","0.1%","0","0.0%"
"            20 to 29 percent","254","0.1%","0","0.0%","26","0.4%","217","0.7%","27","0.3%","13","0.5%","297","0.2%","84","2.7%","74","0.2%","990","0.9%","45","1.3%","94","0.5%","109","0.6%","10","0.4%","1,059","1.0%","61","0.4%","88","1.0%","16","0.5%","1,745","0.2%","105","0.6%","16","0.0%","51","2.0%","6","0.1%","125","0.5%","21","1.6%","0","0.0%","68","0.2%","45","0.2%","60","0.3%","650","0.2%","85","0.1%","24","0.7%","1,139","0.3%","569","0.3%","0","0.0%","1,240","0.5%","505","0.1%","36","0.0%","208","0.2%","66","0.2%","101","0.1%","156","0.3%","150","0.1%","48","0.1%","195","0.7%","0","0.0%","110","1.8%","81","0.1%","114","0.1%","434","0.6%","88","0.7%","105","1.1%","36","2.1%","405","0.7%","17","0.2%","90","0.1%","9","0.0%","40","0.4%"
"            30 percent or more","7,969","3.5%","11","7.8%","555","8.9%","2,163","7.1%","773","9.3%","282","10.1%","7,512","3.9%","187","6.0%","2,113","5.6%","9,674","8.6%","221","6.5%","1,503","8.5%","1,450","8.5%","114","4.7%","9,401","8.6%","1,269","8.3%","933","10.7%","239","6.8%","64,088","5.9%","1,430","7.6%","1,850","3.8%","175","6.7%","1,127","10.3%","2,428","8.8%","278","21.2%","58","3.2%","2,209","5.1%","909","4.4%","1,438","7.5%","17,794","4.2%","3,572","4.9%","343","9.9%","25,103","7.5%","12,907","5.9%","327","3.8%","20,604","7.6%","19,724","4.6%","3,090","3.4%","5,857","6.5%","2,228","5.2%","3,359","3.0%","2,470","4.9%","7,485","2.9%","1,471","3.8%","2,361","8.6%","53","10.5%","716","11.4%","3,161","4.6%","3,914","5.1%","4,904","7.1%","668","5.5%","1,271","12.8%","252","14.6%","5,865","10.8%","786","8.4%","5,636","4.5%","1,148","4.4%","663","6.4%"
"        $35,000 to $49,999","9,631","4.3%","16","11.3%","657","10.5%","3,544","11.6%","996","11.9%","306","11.0%","10,903","5.7%","255","8.2%","2,477","6.6%","10,620","9.5%","438","12.8%","2,612","14.7%","1,856","10.9%","349","14.4%","12,544","11.5%","1,833","12.0%","1,061","12.2%","256","7.3%","82,052","7.5%","2,253","11.9%","1,888","3.9%","254","9.8%","1,146","10.5%","3,782","13.6%","146","11.1%","262","14.4%","3,427","7.9%","1,023","5.0%","2,155","11.2%","21,823","5.2%","4,370","6.0%","405","11.6%","30,997","9.2%","17,876","8.2%","677","7.9%","26,201","9.6%","27,071","6.3%","3,422","3.8%","7,649","8.4%","3,203","7.5%","3,818","3.4%","3,253","6.5%","9,235","3.6%","2,284","5.9%","3,369","12.3%","56","11.1%","897","14.3%","4,945","7.2%","4,816","6.2%","7,401","10.7%","1,194","9.9%","1,411","14.2%","152","8.8%","7,091","13.0%","993","10.6%","6,657","5.3%","1,583","6.0%","1,416","13.6%"
"            Less than 20 percent","192","0.1%","0","0.0%","52","0.8%","319","1.0%","40","0.5%","17","0.6%","361","0.2%","94","3.0%","48","0.1%","674","0.6%","5","0.1%","83","0.5%","49","0.3%","15","0.6%","719","0.7%","147","1.0%","66","0.8%","15","0.4%","2,040","0.2%","151","0.8%","0","0.0%","7","0.3%","54","0.5%","157","0.6%","4","0.3%","22","1.2%","118","0.3%","62","0.3%","101","0.5%","629","0.1%","83","0.1%","27","0.8%","1,123","0.3%","642","0.3%","0","0.0%","1,140","0.4%","744","0.2%","107","0.1%","639","0.7%","72","0.2%","71","0.1%","194","0.4%","149","0.1%","80","0.2%","233","0.9%","2","0.4%","85","1.4%","202","0.3%","154","0.2%","288","0.4%","92","0.8%","122","1.2%","5","0.3%","513","0.9%","90","1.0%","92","0.1%","217","0.8%","19","0.2%"
